"Concept"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapFormat"
"http://www.openlinksw.com/schemas/virtrdf#QuadStorage"
"http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMap"
"http://www.openlinksw.com/schemas/virtrdf#QuadMap"
"http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapFormat"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapValue"
"http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapATable"
"http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapColumn"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapColumn"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapFText"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapATable"
"http://www.openlinksw.com/schemas/virtrdf#array-of-string"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property"
"http://www.w3.org/2000/01/rdf-schema#Class"
"http://www.w3.org/ns/sparql-service-description#Service"
"http://www.w3.org/2002/07/owl#AnnotationProperty"
"http://www.w3.org/2002/07/owl#Class"
"http://www.w3.org/2002/07/owl#Ontology"
"http://www.w3.org/2002/07/owl#OntologyProperty"
"https://schema.org/PropertyValue"
"https://schema.org/DefinedTerm"
"https://schema.org/ScholarlyArticle"
"https://schema.org/CollectionPage"
"https://schema.org/SequenceAnnotation"
"https://schema.org/SequenceRange"
"https://schema.org/Protein"
"https://schema.org/ItemList"
"https://schema.org/CreativeWork"
"https://schema.org/DefinedTermSet"
